Country,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,1.693,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,1.694,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,1.962,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,2.008,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,2.092,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.151,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,2.283,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.565,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,1.37,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.004,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,2.296,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,2.324,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,2.596,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,2.619,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.724,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,3.435,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,3.568,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,4.217,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,6.318,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,6.478,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,8.978,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,9.014,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,11.25,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,6.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,6.795,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,7.195,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,11.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,11.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,12.524,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,14.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,18.12,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,4.739,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,5.214,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,6.32,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,8.952,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,10.25,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,11.978,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,12.617,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,17.732,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,1.265,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,1.432,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,1.492,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,1.715,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,1.79,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,1.805,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,1.911,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,1.944,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,1.445,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,1.558,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,1.745,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,1.877,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,1.877,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,1.882,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,2.165,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,9.802,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,12.991,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,13.587,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,13.826,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,13.826,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,13.839,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,14.174,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,16.481,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,18.253,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,22.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,23.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,23.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,26.114,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,26.381,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,30.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,32.377,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,13.115,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,18.109,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,19.239,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,20.345,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,20.652,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,20.717,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,24.891,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,35.198,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,2.221,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,2.773,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,2.876,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.994,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,3.179,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,3.494,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,3.604,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,3.847,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,3.067,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,3.162,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,3.196,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,3.343,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,3.792,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,4.042,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,4.139,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,4.293,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,7.304,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,7.473,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,10.065,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,10.935,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,12.136,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,13.619,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,15.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,8.927,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,13.457,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,17.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,18.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,19.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,20.119,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,22.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,23.45,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,6.563,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,12.553,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,14.196,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,14.413,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,16.713,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,18.065,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,23.479,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,28.804,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,1.349,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,2.187,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,2.339,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.468,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.646,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,2.717,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,2.739,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,3.108,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,1.475,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,1.877,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,2.378,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.745,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,3.102,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,3.104,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,3.112,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,5.295,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,8.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,8.556,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,12.457,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,12.587,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,15.114,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,15.363,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,16.682,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,10.526,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,16.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,18.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,18.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,19.586,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,22.517,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,24.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,30.245,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,7.768,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,12.935,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,15.065,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,16.217,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,19.134,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,19.523,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,21.121,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,38.957,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,1.951,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,3.032,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,3.098,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,3.542,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,3.643,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,4.086,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,4.288,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,4.32,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,2.41,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,3.356,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,3.709,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,4.141,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,4.763,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,4.81,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,5.325,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,4.455,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,6.37,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,6.76,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,8.478,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,9.065,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,12.385,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,13.608,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,14.705,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,7.728,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,12.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,13.057,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,15.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,16.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,18.387,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,20.785,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,23.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,6.036,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,7.37,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,11.043,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,11.761,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,16.33,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,16.935,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,26.161,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,50.659,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,1.71,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,1.789,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,1.957,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.083,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.352,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,2.356,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,2.376,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,2.463,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,1.91,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,2.033,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,2.084,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.462,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,2.763,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.966,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,3.083,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,2.58,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,3.674,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,3.904,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,6.109,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,6.783,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,7.212,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,9.913,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,10.844,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,4.397,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,6.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,6.395,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,10.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,10.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,13.057,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,16.255,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,16.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,3.302,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,4.609,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,6.482,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,9.152,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,9.891,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,16.012,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,17.761,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,19.806,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,1.147,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,1.327,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,1.842,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,1.896,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,1.916,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,1.935,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,2.42,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,2.566,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,1.292,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,1.489,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,1.761,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.206,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.26,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,2.641,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,3.026,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,5.133,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,6.065,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,8.087,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,9.717,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,9.913,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,13.156,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,13.239,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,16.075,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,9.86,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,11.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,14.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,15.589,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,18.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,19.053,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,19.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,24.116,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,6.755,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,9.978,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,11.283,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,14.371,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,15.63,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,17.697,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,17.826,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,27.429,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,1.785,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,2.267,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,2.486,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.748,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,2.898,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,2.935,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,3.048,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,3.389,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,1.88,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,1.996,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,2.076,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,2.514,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,3.353,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,4.387,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,4.988,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,3.69,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,4.239,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,5.075,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,6.0,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,7.696,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,9.727,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,10.271,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,13.77,ug/m3
Austria,SO2,Sulphur dioxide (air),2020,5.463,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,6.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,8.927,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,10.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,11.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,15.5,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,16.521,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,18.52,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
Austria,SO2,Sulphur dioxide (air),2015,0.0,count
Austria,SO2,Sulphur dioxide (air),2016,0.0,count
Austria,SO2,Sulphur dioxide (air),2017,0.0,count
Austria,SO2,Sulphur dioxide (air),2018,0.0,count
Austria,SO2,Sulphur dioxide (air),2019,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,0.0,count
Austria,SO2,Sulphur dioxide (air),2020,4.559,ug/m3
Austria,SO2,Sulphur dioxide (air),2019,5.37,ug/m3
Austria,SO2,Sulphur dioxide (air),2016,7.913,ug/m3
Austria,SO2,Sulphur dioxide (air),2015,10.109,ug/m3
Austria,SO2,Sulphur dioxide (air),2018,10.435,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,13.63,ug/m3
Austria,SO2,Sulphur dioxide (air),2014,17.657,ug/m3
Austria,SO2,Sulphur dioxide (air),2017,23.739,ug/m3
Austria,SO2,Sulphur dioxide (air),2013,0.0,count
Austria,SO2,Sulphur dioxide (air),2014,0.0,count
